,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,day,hour,link,urls,photos,video,retweet,nlikes,nreplies,nretweets,reply_to,time,vader_neg,vader_neu,vader_pos,vader_compound
2349,1324633656837636098,1324630002919383040,1604652248000.0,2020-11-06,"16:43: An allocation of RM24mil is provided to address mental health issues by strengthening Mental Health, Terrorism and Injury Prevention Program as well as Substance Abuse.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324633656837636098,[],[],0,False,147,3,97,[],08:44:08,0.291,0.576,0.133,-0.8074
2353,1324633533348868096,1324630002919383040,1604652219000.0,2020-11-06,"16:43: The maximum tax relief for individual, spouse and children's medical expenses for serious medical ailments raised to RM8,000 from RM6,000.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324633533348868096,[],[],0,False,45,1,19,[],08:43:39,0.051,0.827,0.122,0.4215
2354,1324633531201458179,1324633531201458179,1604652218000.0,2020-11-06,#Budget2021 Additional RM1 billion allocation next year to curb the third wave of Covid-19. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324633531201458179,[],[],0,False,13,1,5,[],08:43:38,0.0,1.0,0.0,0.0
2359,1324633440084320256,1324633440084320256,1604652197000.0,2020-11-06,#Budget2021: Government's priority is to protect the people and assure continued economic growth - @tzafrul_aziz    #Belanjawan2021  #BernamaBudget2021  https://t.co/0w4OarkGWA,en,"['budget2021', 'belanjawan2021', 'bernamabudget2021']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324633440084320256,[],['https://pbs.twimg.com/media/EmIK8cFUcAEPR5A.jpg'],1,False,177,6,73,[],08:43:17,0.0,0.648,0.352,0.765
2360,1324633439279046658,1324630002919383040,1604652197000.0,2020-11-06,16:42: RM150mil will also be allocated for the National Disaster Management Agency (Nadma) to coordinate efforts to fight Covid-19.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324633439279046658,[],[],0,False,10,2,7,[],08:43:17,0.261,0.739,0.0,-0.7717
2362,1324633352373104640,1324633352373104640,1604652176000.0,2020-11-06,Govt to allocate an additional RM1 billion to curb the 3rd wave of Covid-19  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324633352373104640,[],[],0,False,1,0,1,[],08:42:56,0.0,1.0,0.0,0.0
2364,1324633215601012736,1324633215601012736,1604652143000.0,2020-11-06,The ceiling limit for the Covid-19 Fund will be increased to RM65b from RM20b to provide additional assistance for frontline needs and future vaccine procurement  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324633215601012736,[],[],0,False,0,0,1,[],08:42:23,0.0,0.925,0.075,0.2732
2368,1324632941742321664,1324630002919383040,1604652078000.0,2020-11-06,"16:40: To honour the sacrifices of frontline workers in handling the Covid-19 pandemic, the government has agreed to a one-off payment of RM500 to them, which is expected to benefit 100,000 people.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324632941742321664,[],[],0,False,31,3,22,[],08:41:18,0.0,0.773,0.227,0.8316
2373,1324632701748404225,1324632701748404225,1604652021000.0,2020-11-06,#Budget2021 One off payment of RM500 to health workers under the Health Ministry. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324632701748404225,[],[],0,False,36,0,19,[],08:40:21,0.0,1.0,0.0,0.0
2375,1324632677656395776,1324630002919383040,1604652015000.0,2020-11-06,"16:39: For 2021, the government said it will allocate RM1bil more to fight the third wave of the Covid-19 pandemic.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324632677656395776,[],[],0,False,10,1,4,[],08:40:15,0.121,0.879,0.0,-0.4364
2381,1324632484785483776,1324630002919383040,1604651969000.0,2020-11-06,16:38: The government will raise the ceiling of the Kumpulan Wang Covid-19 by RM20bil to RM65bil to fund the Kita Prihatin initiative.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324632484785483776,[],[],0,False,16,1,4,[],08:39:29,0.0,1.0,0.0,0.0
2389,1324632109130997760,1324632109130997760,1604651879000.0,2020-11-06,"#Budget2021 This budget is the 5th stage of the 6R strategy which is revitalize, drafted based on 3 key aspects: wellbeing of rakyat, business continuity and economic resilience. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324632109130997760,[],[],0,False,13,0,1,[],08:37:59,0.0,1.0,0.0,0.0
2398,1324631502219481088,1324630002919383040,1604651735000.0,2020-11-06,16:35: Three main objectives of Budget 2021 -  Firstly: The wellbeing of the people  Secondly: Business continuity  Thirdly: Resilience of the economy  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324631502219481088,[],[],0,False,41,1,25,[],08:35:35,0.0,1.0,0.0,0.0
2403,1324631250699612160,1324630002919383040,1604651675000.0,2020-11-06,16:33: Finance Minister Tengku Datuk Seri Zafrul Abdul Aziz points out that Malaysia has gone through a challenging year in 2020. He says that never in modern history has a plague caused such an impact.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324631250699612160,[],[],0,False,15,1,4,[],08:34:35,0.0,0.955,0.045,0.1531
2405,1324631144831221761,1324631144831221761,1604651650000.0,2020-11-06,Malaysia’s full-year GDP estimated at -4.5% in 2020; GDP expected to recover and grow 6.5%-7.5% in 2021  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324631144831221761,[],[],0,False,1,0,4,[],08:34:10,0.0,1.0,0.0,0.0
2406,1324630888466952192,1324630888466952192,1604651588000.0,2020-11-06,#Budget2021 What is important for us to realise is that we have proven to the world that Malaysia can handle its economy in the most challenging of situations. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324630888466952192,[],[],0,False,12,0,0,[],08:33:08,0.0,0.894,0.106,0.4005
2412,1324630585873084421,1324630585873084421,1604651516000.0,2020-11-06,Finance minister @tzafrul_aziz calls upon all MPs to view the #Budget2021 with unity and open mind   #Budget2021 #Belanjawan2021,en,"['budget2021', 'budget2021', 'belanjawan2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324630585873084421,[],[],0,False,0,0,0,[],08:31:56,0.0,1.0,0.0,0.0
2413,1324630556970115074,1324630556970115074,1604651509000.0,2020-11-06,"#Budget2021 LAKSANA survey on the effectivenes of the Prihatin economic stimulus packages found 80 percent of 11,000 respondents feeling satisfied. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324630556970115074,[],[],0,False,10,0,2,[],08:31:49,0.0,0.842,0.158,0.5106
2423,1324630079608033287,1324630079608033287,1604651396000.0,2020-11-06,#NSTnation All members of parliament have been allowed to enter the #DewanRakyat to participate in today's tabling of the #2021Budget.   https://t.co/ClIpiGLNsH  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021,en,"['nstnation', 'dewanrakyat', '2021budget', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324630079608033287,['https://www.nst.com.my/news/nation/2020/11/638740/all-mps-allowed-participate-2021-budget-tabling'],[],0,False,6,0,1,[],08:29:56,0.0,1.0,0.0,0.0
2426,1324630018987757569,1324623929835622400,1604651381000.0,2020-11-06,"The manufacturing sector is forecast to expand by 7% in 2021, driven by steady improvement in both the export-and-domestic-oriented industries - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/lxBHV9ijfZ",en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324630018987757569,[],['https://pbs.twimg.com/media/EmIH8QFU8AIywg1.jpg'],1,False,5,1,1,[],08:29:41,0.0,0.825,0.175,0.6486
2427,1324630013522575360,1324630013522575360,1604651380000.0,2020-11-06,#Budget2021 The present crisis has affected the economies of over 150 countries. It is the worst economic crisis since the era of the Great Depression in the 30s. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324630013522575360,[],[],0,False,6,0,2,[],08:29:40,0.361,0.554,0.084,-0.926
2428,1324630002919383040,1324630002919383040,1604651377000.0,2020-11-06,"Budget 2021 is widely expected to be one of the biggest federal budgets to date, as it contains many measures to help ordinary Malaysians and to stimulate economic recovery in the midst of the Covid-19 pandemic.  Live updates:  #Budget2021 #Belanjawan2021   https://t.co/UDh6ASny98",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,8,https://twitter.com/staronline/status/1324630002919383040,['https://thestar.com.my/news/nation/2020/11/06/budget-2021-liveblog'],[],0,False,458,10,394,[],08:29:37,0.0,0.894,0.106,0.5574
2435,1324629299870064640,1324629299870064640,1604651210000.0,2020-11-06,JUST IN: Speaker allows all MPs to present during tabling of  #Budget2021  #Belanjawan2021  https://t.co/T2P4Jp8Pte,en,"['budget2021', 'belanjawan2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324629299870064640,['https://themalaysianreserve.com/2020/11/06/speaker-allows-all-mps-to-present-during-tabling-of-budget-2021/'],[],0,False,3,0,4,[],08:26:50,0.0,1.0,0.0,0.0
2443,1324628953659629569,1324628953659629569,1604651127000.0,2020-11-06,Speaker Datuk Azhar Azizan Harun:  The decision to allow only 80 MPs in the chamber at one time will be strictly followed from Monday  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324628953659629569,[],[],0,False,1,0,1,[],08:25:27,0.0,0.929,0.071,0.2263
2454,1324628677808697344,1324623929835622400,1604651061000.0,2020-11-06,The services sector is projected to bounce back by 7% in 2021 after contracting by 3.7% in 2020 - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/OnX6ZmZcc2,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324628677808697344,[],['https://pbs.twimg.com/media/EmIGtBXU0AAGfNi.jpg'],1,False,4,1,3,[],08:24:21,0.0,1.0,0.0,0.0
2456,1324628471138508800,1324623929835622400,1604651012000.0,2020-11-06,"The construction sector is expected to recover by 13.9% in 2021 on account of the acceleration and revival of major infrastructure projects, coupled with affordable housing projects - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/ZT4q9GnGs2",en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324628471138508800,[],['https://pbs.twimg.com/media/EmIGgCtVMAAUVNk.jpg'],1,False,4,1,3,[],08:23:32,0.0,1.0,0.0,0.0
2475,1324627395433828352,1324623929835622400,1604650756000.0,2020-11-06,Inflation is expected to normalise at 2.5% in 2021 in line with better economic prospects and higher crude oil prices - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/6YPW8DtZ2d,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324627395433828352,[],['https://pbs.twimg.com/media/EmIFhXYUcAAZGm1.jpg'],1,False,15,1,6,[],08:19:16,0.113,0.732,0.155,0.1027
2477,1324627319282036736,1324627319282036736,1604650737000.0,2020-11-06,#Budget2021 All 222 MPs allowed to enter Dewan Rakyat to listen to the 2021 Budget speech as opposed to the 80 people limit set yesterday – Speaker  #NSTbudget2021 #Belanjawan2021 #Bajet2021,en,"['budget2021', 'nstbudget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324627319282036736,[],[],0,False,62,6,31,[],08:18:57,0.0,1.0,0.0,0.0
2479,1324627246972243969,1324627246972243969,1604650720000.0,2020-11-06,Dewan Rakyat has been temporarily adjourned for 5mins to allow MPs to enter the chamber  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,8,https://twitter.com/TMReserve/status/1324627246972243969,[],[],0,False,0,0,0,[],08:18:40,0.0,0.894,0.106,0.2263
2481,1324627155716726788,1324623929835622400,1604650698000.0,2020-11-06,The federal government’s fiscal deficit is expected to reduce to 5.4% of GDP in 2021 from 6% of GDP anticipated in 2020 - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/1YVKqxALqS,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324627155716726788,[],['https://pbs.twimg.com/media/EmIFPeWUcAAmNCw.jpg'],1,False,6,1,3,[],08:18:18,0.088,0.912,0.0,-0.4019
2487,1324626850786603008,1324623929835622400,1604650626000.0,2020-11-06,"The federal government's revenue in 2021 to increase by 4.2% to RM236.9 bln or 15.1% of GDP, on the back of improving economic growth and business prospects - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/yx0LPjgBwD",en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324626850786603008,[],['https://pbs.twimg.com/media/EmIFCv8VkAEcJl5.jpg'],1,False,11,1,7,[],08:17:06,0.0,0.752,0.248,0.836
2488,1324626806817792000,1324626806817792000,1604650615000.0,2020-11-06,Live updates #Budget2021 right here:   https://t.co/XgTG4JE2cF  #Belanjawan2021 #Bajet2021,en,"['budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324626806817792000,['https://www.nst.com.my/news/nation/2020/11/638730/live-updates-tabling-2021-budget'],[],0,False,13,1,7,[],08:16:55,0.0,1.0,0.0,0.0
2511,1324625127074525185,1324623929835622400,1604650215000.0,2020-11-06,#COVID-19 Fund: RM17 billion will be used in 2021 to address the impact of the ongoing pandemic on the economy - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/F8RZbfm0a6,en,"['covid', 'belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324625127074525185,[],['https://pbs.twimg.com/media/EmIDeWdU4AENHiD.jpg'],1,False,12,1,15,[],08:10:15,0.0,1.0,0.0,0.0
2514,1324624976415059969,1324624976415059969,1604650179000.0,2020-11-06,#Budget2021 MPs in the Dewan Rakyat are currently debating the limit on the number of MPs allowed in during the tabling. The tabling has yet to start.  #NSTbudget2021 #Belanjawan2021,en,"['budget2021', 'nstbudget2021', 'belanjawan2021']",55186601,NST_Online,New Straits Times,5,8,https://twitter.com/NST_Online/status/1324624976415059969,[],[],0,False,35,3,29,[],08:09:39,0.0,0.956,0.044,0.0772
2520,1324624425971412998,1324623929835622400,1604650048000.0,2020-11-06,The unemployment rate is expected to fall to overall 4.2% in 2020 (4.7 % in Aug) and further down to 3.5% in 2021 - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/Fwa8UZgqeX,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324624425971412998,[],['https://pbs.twimg.com/media/EmIC0XRUcAIpBlp.jpg'],1,False,11,1,5,[],08:07:28,0.094,0.906,0.0,-0.4404
2525,1324624221335552000,1324623929835622400,1604649999000.0,2020-11-06,Malaysia’s economy is expected to expand between 6.5% - 7.5% in 2021 in tandem with the anticipated improvement in global trade - Report  @MOFmalaysia @tzafrul_aziz   #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/y5z1HOSPKU,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,8,https://twitter.com/bernamadotcom/status/1324624221335552000,[],['https://pbs.twimg.com/media/EmICsxrVkAMnom2.jpg'],1,False,10,1,7,[],08:06:39,0.0,0.825,0.175,0.6486
